Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Channel
900034,CA-2015-600033,12/9/2014,12/11/2014,Second Class,,Carl Weiss,Home Office,United States,Cranston,Rhode Island,2920,East,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",592.74,6,0.0,160.0398,Online
900035,CA-2015-600034,1/30/2014,2/3/2014,Standard Class,,Vivek Gonzalez,Consumer,United States,San Francisco,California,94109,West,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,8.57,1,0.0,2.2282,Online
900036,CA-2015-600035,8/14/2014,8/21/2014,Standard Class,,Keith Dawkins,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,17.544,3,0.2,5.9211,Online
900037,CA-2015-600036,3/14/2014,3/20/2014,Standard Class,,Karen Ferguson,Home Office,United States,Manteca,California,95336,West,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,314.55,3,0.0,150.984,Online
900038,CA-2015-600037,1/20/2014,1/25/2014,Second Class,,Neola Schneider,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,887.271,3,0.3,-63.3765,Telesales
900039,CA-2015-600038,8/25/2014,8/30/2014,Standard Class,,Alan Haines,Corporate,United States,New York City,New York,10024,East,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,3.744,1,0.2,1.3104,Store
900040,CA-2015-600039,9/15/2014,9/16/2014,First Class,,Pamela Stobb,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,113.372,2,0.3,-29.1528,Store
900041,CA-2015-600040,9/23/2014,9/27/2014,Standard Class,,Jim Epp,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,219.84,4,0.0,107.7216,Online
900042,CA-2015-600041,9/19/2014,9/22/2014,First Class,,Pete Armstrong,Home Office,United States,Dallas,Texas,75220,Central,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,114.848,4,0.2,35.89,Store
900043,CA-2015-600042,9/29/2014,10/3/2014,Standard Class,,Sung Pak,Corporate,United States,Jacksonville,Florida,32216,South,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,10.368,2,0.2,3.6288,Store
900044,CA-2015-600043,9/3/2014,9/9/2014,Standard Class,,Anthony Witt,Consumer,United States,Bakersfield,California,93309,West,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,201.584,2,0.2,12.599,Store
900045,CA-2015-600044,12/24/2014,12/29/2014,Second Class,,Monica Federle,Corporate,United States,Little Rock,Arkansas,72209,South,OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",44.96,2,0.0,20.6816,Telesales
900046,CA-2015-600045,8/22/2014,8/26/2014,Second Class,,Candace McMahon,Corporate,United States,Seattle,Washington,98115,West,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",388.704,6,0.2,38.8704,Telesales
900047,CA-2015-600046,1/25/2014,1/30/2014,Standard Class,,Keith Dawkins,Corporate,United States,San Jose,California,95123,West,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,276.784,2,0.2,89.9548,Telesales
900048,CA-2015-600047,9/5/2014,9/7/2014,First Class,,Helen Wasserman,Corporate,United States,Chicago,Illinois,60653,Central,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",17.76,3,0.2,5.55,Online
900049,CA-2015-600048,11/3/2014,11/8/2014,Standard Class,,Cindy Stewart,Consumer,United States,Los Angeles,California,90036,West,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,168.1,5,0.0,43.706,Telesales
900050,CA-2015-600049,11/6/2014,11/11/2014,Second Class,,Christina DeMoss,Consumer,United States,New York City,New York,10024,East,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,99.98,2,0.0,3.9992,Store
900051,CA-2015-600050,9/15/2014,9/16/2014,First Class,PS-18760,Pamela Stobb,Consumer,United States,Philadelphia,Pennsylvania,19140,,TEC-MA-10002930,Technology,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers,12.585,1,0.7,-18.0385,Telesales
900052,CA-2015-600051,10/29/2014,10/31/2014,Second Class,JM-15250,Janet Martin,Consumer,United States,Fayetteville,North Carolina,28314,,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",77.952,3,0.2,15.5904,Online
900053,CA-2015-600052,2/10/2014,2/14/2014,Standard Class,SB-20170,Sarah Bern,Consumer,United States,Los Angeles,California,90032,,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.9,5,0.0,17.745,Telesales
900054,CA-2015-600053,11/15/2014,11/17/2014,Second Class,TC-21295,Toby Carlisle,Consumer,United States,Houston,Texas,77095,,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,21.99,5,0.8,-32.985,Store
900055,CA-2015-600054,9/20/2014,9/26/2014,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Phoenix,Arizona,85023,,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,12.624,2,0.2,-2.5248,Online
900056,CA-2015-600055,9/3/2014,9/5/2014,Second Class,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,90008,,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",147.92,5,0.2,46.225,Telesales
900057,CA-2015-600056,9/18/2014,9/22/2014,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,,OFF-PA-10000062,Office Supplies,Paper,Green Bar Computer Printout Paper,164.88,3,0.0,80.7912,Online
900058,CA-2015-600057,10/31/2014,10/31/2014,Same Day,RA-19945,Ryan Akin,Consumer,United States,Dallas,Texas,75217,,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,54.192,6,0.2,4.0644,Online
900059,CA-2015-600058,9/19/2014,9/23/2014,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Clovis,New Mexico,88101,,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,10.08,7,0.2,3.528,Store
900060,CA-2015-600059,6/30/2014,7/3/2014,First Class,DR-12880,Dan Reichenbach,Corporate,United States,Milford,Connecticut,6460,,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",638.82,9,0.0,185.2578,Online
900061,CA-2015-600060,11/15/2014,11/19/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Pasadena,Texas,77506,,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,167.952,6,0.2,-27.2922,Store
900062,CA-2015-600061,9/12/2014,9/17/2014,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,Houston,Texas,77070,,OFF-PA-10004239,Office Supplies,Paper,Xerox 1953,10.272,3,0.2,3.21,Store
900063,CA-2015-600062,12/3/2014,12/10/2014,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Philadelphia,Pennsylvania,19140,,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,631.176,4,0.7,-462.8624,Telesales
900064,CA-2015-600063,4/2/2014,4/4/2014,First Class,GB-14530,George Bell,Corporate,United States,Florence,South Carolina,29501,,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95,3,0.0,21.7515,Online
900065,CA-2015-600064,1/8/2014,1/14/2014,Standard Class,TS-21085,Thais Sissman,Consumer,United States,Ormond Beach,Florida,32174,,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,2.808,3,0.7,-1.9656,Online
900066,CA-2015-600065,8/20/2014,8/24/2014,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Salt Lake City,Utah,84106,,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",102.72,3,0.2,37.236,Online
900067,CA-2015-600066,11/14/2014,11/20/2014,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,Dallas,Texas,75220,,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,61.792,4,0.2,6.1792,Telesales
900068,CA-2015-600067,11/13/2014,11/16/2014,Second Class,EP-13915,Emily Phan,Consumer,United States,Los Angeles,California,90032,,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,11.56,2,0.0,5.6644,Store
900069,CA-2015-600068,2/4/2014,2/8/2014,Second Class,RD-19810,Ross DeVincentis,Home Office,United States,Chicago,Illinois,60610,,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,22.2,1,0.6,-26.085,Online
900070,CA-2015-600069,12/10/2014,12/12/2014,Second Class,DB-13210,Dean Braden,Consumer,United States,Detroit,Michigan,48234,,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,33.72,4,0.0,15.5112,Store
900071,CA-2015-600070,1/22/2014,1/26/2014,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3,0.0,9.7176,Online
900072,CA-2015-600071,12/19/2014,12/25/2014,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10009,,OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,3.2,2,0.0,1.376,Telesales
900073,CA-2015-600072,3/13/2014,3/18/2014,Standard Class,BS-11380,Bill Stewart,Corporate,United States,San Francisco,California,94122,,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3,0.0,9.7176,Online
900074,CA-2015-600073,11/20/2014,11/23/2014,Second Class,RB-19435,Richard Bierner,Consumer,United States,Springfield,Virginia,22153,,OFF-AR-10001177,Office Supplies,Art,Newell 349,22.96,7,0.0,6.6584,Telesales
900075,CA-2015-600074,3/28/2014,3/30/2014,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Richmond,Virginia,23223,,OFF-LA-10000476,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",8.26,2,0.0,3.7996,Online
900076,CA-2015-600075,3/31/2014,4/2/2014,Second Class,AB-10165,Alan Barnes,Consumer,United States,Lakewood,California,90712,,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,94.2,5,0.0,39.564,Telesales
900077,CA-2015-600076,9/25/2014,9/27/2014,Second Class,BD-11605,Brian Dahlen,Consumer,United States,Miami,Florida,33180,,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",17.88,3,0.2,2.4585,Online
900078,CA-2015-600077,10/20/2014,10/25/2014,Second Class,HH-15010,Hilary Holden,Corporate,United States,San Francisco,California,94110,,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,8.96,2,0.0,4.3008,Store
900079,CA-2015-600078,12/2/2014,12/4/2014,Second Class,CC-12670,Craig Carreira,Consumer,United States,New York City,New York,10009,,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,17.52,5,0.2,6.132,Telesales
900080,CA-2015-600079,9/8/2014,9/12/2014,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Philadelphia,Pennsylvania,19134,,OFF-LA-10002475,Office Supplies,Labels,Avery 519,29.24,5,0.2,9.8685,Telesales
900081,CA-2015-600080,9/18/2014,9/23/2014,Second Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Houston,Texas,77036,Nort h,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,5.8,5,0.8,-10.15,Store
900082,CA-2015-600081,12/12/2014,12/15/2014,Second Class,RS-19870,Roy Skaria,Home Office,United States,Burlington,Iowa,52601,Nort h,OFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes,7.28,1,0.0,3.4944,Telesales
900083,CA-2015-600082,2/17/2014,2/22/2014,Standard Class,JS-16030,Joy Smith,Consumer,United States,Decatur,Illinois,62521,Nort h,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",50.352,3,0.2,-8.1822,Store
900084,CA-2015-600083,4/24/2014,4/26/2014,Second Class,JF-15355,Jay Fein,Consumer,United States,Pasadena,California,91104,Nort h,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,24.14,2,0.0,7.9662,Telesales
900085,CA-2015-600084,11/14/2014,11/19/2014,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Seattle,Washington,98103,Nort h,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,344.91,3,0.0,10.3473,Telesales
900086,CA-2015-600085,3/22/2014,3/26/2014,Standard Class,RW-19690,Robert Waldorf,Consumer,United States,Lafayette,Indiana,47905,Nort h,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",277.4,5,0.0,133.152,Online
900087,CA-2015-600086,9/23/2014,9/25/2014,Second Class,EH-14005,Erica Hernandez,Home Office,United States,Lansing,Michigan,48911,Nort h,OFF-LA-10000134,Office Supplies,Labels,Avery 511,27.72,9,0.0,13.3056,Telesales
900088,CA-2015-600087,5/29/2014,6/3/2014,Second Class,TH-21235,Tiffany House,Corporate,United States,Chicago,Illinois,60653,Nort h,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,3.564,3,0.8,-6.237,Store
900089,CA-2015-600088,12/3/2014,12/7/2014,Standard Class,BS-11380,Bill Stewart,Corporate,United States,Denver,Colorado,80219,Nort h,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,906.68,5,0.2,68.001,Store
900090,CA-2015-600089,3/21/2014,3/25/2014,Standard Class,RD-19720,Roger Demir,Consumer,United States,Middletown,Connecticut,6457,Nort h,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,61.96,2,0.0,27.882,Store
900091,CA-2015-600090,5/1/2014,5/6/2014,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,N/A,4,0.0,80.3404,Online
900092,CA-2015-600091,11/7/2014,11/7/2014,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10002764,Office Supplies,Paper,Staples,N/A,4,0.0,22.2264,Telesales
900093,CA-2015-600092,9/1/2014,9/6/2014,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Salem,Oregon,97301,West,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,N/A,2,0.2,0.6984,Store
900094,CA-2015-600093,11/4/2014,11/10/2014,Standard Class,BG-11740,Bruce Geld,Consumer,United States,Bakersfield,California,93309,West,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",N/A,4,0.2,36.4776,Online
900095,CA-2015-600094,4/10/2014,4/12/2014,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Jacksonville,Florida,32216,South,OFF-LA-10000121,Office Supplies,Labels,Avery 48,N/A,3,0.2,4.914,Telesales
900096,CA-2015-600095,8/19/2014,8/23/2014,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Dallas,Texas,75220,Central,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,N/A,3,0.2,12.504,Store
900097,CA-2015-600096,3/18/2014,3/22/2014,Second Class,CL-12565,Clay Ludtke,Consumer,United States,Lancaster,California,93534,West,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,N/A,2,0.2,5.8914,Telesales
900098,CA-2015-600097,4/22/2014,4/28/2014,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,N/A,3,0.8,-4.9878,Store
900099,CA-2015-600098,6/30/2011,7/6/2011,Standard Class,CS-11860,Cari Schnelling,Consumer,United States,New York City,New York,10011,East,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,N/A,1,0.0,0.882,Telesales
900100,CA-2015-600099,10/14/2014,10/21/2014,Standard Class,JW-15220,Jane Waco,Corporate,United States,Sacramento,California,95823,West,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,N/A,6,0.0,39.8886,Online
900101,CA-2015-600100,8/18/2014,8/25/2014,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,94513,West,OFF-EN-10003134,Office Supplies,Envelopes,Staples,N/A,2,0.0,11.68,Online
900102,CA-2015-600101,4/26/2014,4/30/2014,Second Class,MB-18085,Mick Brown,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",N/A,2,0.2,4.5188,Store
900103,CA-2015-600102,2/17/2014,2/22/2014,Standard Class,JS-16030,Joy Smith,Consumer,United States,Decatur,Illinois,62521,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,N/A,6,0.2,3.504,Online
900104,CA-2015-600103,7/26/2014,7/29/2014,Second Class,JC-15775,John Castell,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-SU-10004884,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,N/A,3,0.2,4.2471,Telesales
900105,CA-2015-600104,9/2/2014,9/2/2014,Same Day,RW-19540,Rick Wilson,Corporate,United States,Seattle,Washington,98103,West,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,N/A,4,0.0,103.818,Store
900106,CA-2015-600105,12/23/2014,12/26/2014,Second Class,AG-10330,Alex Grayson,Consumer,United States,Mesa,Arizona,85204,West,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",N/A,2,0.5,-135.087,Telesales
900107,CA-2015-600106,9/25/2014,9/29/2014,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Lancaster,Ohio,43130,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,N/A,3,0.4,-253.4337,Online
900108,CA-2015-600107,12/4/2014,12/11/2014,Standard Class,MC-17575,Matt Collins,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,N/A,3,0.2,4.5216,Telesales
900109,CA-2015-600108,9/24/2014,9/30/2014,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,N/A,8,0.0,97.0784,Online
